Data do comentário,Nome do hóspede,Número da reserva,Título do comentário,Comentário positivo,Comentário negativo,Pontuação de comentários,Funcionários,Limpeza,Localização,Comodidades,Conforto,Relação preço-qualidade,Resposta do alojamento
18-02-2023,313e3c3761a78e0d4be90250448f1bb866a2f47ea7948462b85255ce00725841,2c1ff5ac169f51efe6659ed53aa4e6400de25b699c7af5c2152c4b5dd6111a34,Amazing hotel & staff in a great location,"Perfect location. 2 minutes from the metro. Amazing fresh fruit salad freshly squeezed juice every morning. Coffee machine in the room, balcony & super hot shower. The concierge Congalo was so helpful & kind with organising restaurant bookings, suggesting places to eat & drink & making us feel special. He was amazing.","Milk had to be requested each time for your coffee /tea in the room (no UHT or fridge) and you had to request an iron /board, which we needed daily. So would have preferred this minor improvement. The bed was very firm!!!!",10,10.0,10.0,10.0,10.0,7.5,10.0,
20-02-2023,3ef17bec69cdab471f1f90bcccac044267e8a38497732d76327245334afac230,e981b12debfbe3807f5bcba1bb41aa06e68217da3b2f09fc9637540e67f7de10,Bel établissement,Le personnel très sympathique et très bon déjeuner,Problème de humidité et bruyant la nuit,8,10.0,7.5,10.0,10.0,7.5,7.5,
20-02-2023,b27fd46ed1b6949014457c2cd46af800f9515c849ba80ae9eddff5392b1b090f,8c96416a9712deb809b35331a6c2bf9d8d337460c4342f6c1cc44653a46f4f2b,Excelente experiencia ,"La ubicación es inmejorable y el personal es muy amable y atento. Sin duda una experiencia 10. Las habitaciones están muy bien insonorizadas, a pesar de estar en una calle muy céntrica apenas se percibe ruido.",,10,10.0,10.0,10.0,10.0,7.5,10.0,
21-02-2023,,,satisfeita. funcionários incríveis,quarto confortável e limpo,travesseiros muito ruins,9,10.0,10.0,7.5,10.0,10.0,10.0,
21-02-2023,ba96340fbf67da5cee2007e92124c7b93fd5c208bbdd216c57c67def4959f5e8,d4dd86ea0b3aa55e578c690d9a4e365539388c4474175b297133598e17034f0a,Immer wieder gerne,"Diese Unterkunft kann man auf jeden Fall empfehlen, tolles Zimmer, sehr reichhaltiges FrÃ¼hstÃ¼ck, sehr freundliches Personal, Hotel ist sehr gut gelegen. Einziger Punkt: den angebotenen Transfair wÃ¼rden wir nicht noch Mals buchen, da zu teuer",,9,10.0,10.0,10.0,10.0,10.0,7.5,
22-02-2023,87689ec2274ac1f00dd1bede794d886a2d4037efcbd7718e607fe4bdba948abd,f59b866f95629d39543efd88413a375f4ffe42e84554f5655c1100c31f3bc529,An opportunity to stay in a great location in a city that invites you to walk and explore. ,"Everything about this hotel is totally delightful. It genuinely feels like a home and makes you feel like a house guest. 
Everyone is incredibly helpful, engaging and enthusiastic and the breakfast is outstanding.   ",There is almost nothing to dislike.  We stayed for a long weekend and perhaps a longer stay might show some negatives but from our stay we have none.  If one wanted a bar or gym this is not the place but if you seek a luxury laidback boutique this is perfect.  ,10,10.0,10.0,10.0,10.0,10.0,7.5,
22-02-2023,90ae5033726e9a87e2f9212930330d6a0e81f0b53268ac705acb465c31b7f310,f797992a2fbfcc77803f9b89eeb69a3f9c85d35c241e61e2b92e306014e69641,,"The staff here were wonderful. Our flight arrived at 10:30 at night so we didn't get to the apartment until after 11. They stayed just to make sure we got in and were so helpful. Loved the breakfasts - fresh fruit, eggs, toast and bread, pastel de natas, coffee, juices, cheese and ham. 

The rooms are very clean and comfortable. I was unfortunately not feeling well during my stay here so had breakfast in my room and layed in bed all day while my husband and daughter explored, but it was a cozy and comfortable place to stay while not feeling well. 

Also in a great location!",,10,10.0,10.0,10.0,10.0,10.0,10.0,
23-02-2023,,,,,,8,7.5,10.0,10.0,10.0,7.5,7.5,
23-02-2023,,,,,,8,7.5,7.5,5.0,5.0,5.0,5.0,
23-02-2023,9a474836482002bd0e9ff757d8e4dace8efd6775469561c2cded129d5d21e7fe,0df4e32ffab153277b656ee12647e715623682709cb4615790fd3b11824cc0d9,un super séjour à Lisbonne ,"la localisation, la taille des chambres, la gentillesse du personnel et un petit déjeuner incroyable !",,10,10.0,10.0,10.0,10.0,10.0,10.0,
27-02-2023,313e3c3761a78e0d4be90250448f1bb866a2f47ea7948462b85255ce00725841,f1a36340c9bfe57f368fba260bf2fb1fb08ff23467917e4298e4305605508eff,Le prix est élevé par rapport aux prestations,Central,"Rues autour bruyantes la nuit
Réception qui vend des produits amincissants
Petit déjeuner en sous sol
Pas de baignoire dans la suite ",5,5.0,7.5,7.5,2.5,7.5,2.5,
27-02-2023,818b5cc5f21d3e6e4e6071c06294528d44595022218446d8b79304d2b766327a,1552314ea7488b7751c1563e1c26512efe2ecb257e2db55a7b79bbedc3eb115e,,Everything!!!,Everything was perfect.,10,10.0,10.0,10.0,10.0,10.0,10.0,
27-02-2023,40d79d33c0e3d399b301ca3b62facb32a932770db9de157f8059094c55389b69,8a2a4a750e83d230e708a7d93a71d06b0ec9aca807366a35f65e8a32b1c7d695,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
27-02-2023,b841bead15de6f7c8aad1f679fe9b6746414b91094fbb3146fa0944405f5f4ca,712557a46e89325eb9767252aeb982ed9f71f50f2fca8a12663cf5e037a51e3a,Bästa läget med härlig frukost,"Perfekt läge nära tunnelbana, bussar o spårvagnar, restauranger och affärer. Mycket hjälpsam och trevlig personal, fint rymligt rum, utmärkt frukost.",Fanns inget att klaga på. ,10,10.0,10.0,10.0,7.5,10.0,7.5,
28-02-2023,7edc8de0baa4d4ac2e162691ead5b25a0ddf45a40198534606bc9c19d9379229,1bd687e63b69006aa0386b0d2e96463604cf707d93d7c8434c9c0e3f36ba5b9c,,,,8,10.0,7.5,10.0,5.0,7.5,7.5,
28-02-2023,37efa8e5e49278b8c45df3c0b4fbfb856a9f39cb8d74b80eb4836df343d7dd12,015be52bfe946af5e80915248d956e8813899be31116cabcd97c3c8e1b4a8a86,"10/10 staff, cleanliness and location. ",The staff were exceptionally friendly and helpful. Brilliant in fact.,"Everything was excellent except the toilet in Room 4 was strangely position, quirky to say the least.",9,10.0,10.0,10.0,7.5,10.0,7.5,
03-03-2023,53b1fb446230b347c3f6406cca4b1ddbac60905ba4ab1977179f44b8fb134447,855f025130ed7705d19ab11bc84d7272d54b53350612158361c02eeea560afa6,ottimo alloggio! ,la posizione è ottima così come la qualità della struttura ,nulla ,10,10.0,10.0,10.0,10.0,10.0,10.0,
03-03-2023,1bb78bfee40992a74b41b45e5ccd84c3309a25b604532cd6985bd91d98300ea6,06e43c5cc1ead2e313538854396e8a72d3e8b241600aa2fb10a5df10e374609d,,Localização ,,10,10.0,10.0,10.0,10.0,10.0,10.0,
03-03-2023,a2cab1deca58c8353168310f520c3bb7e45466e6722d771bed19126077b58703,fe84e53ba040a0c3a4359f964f78bd612c6ee5af6ac9b2179200a8df00f4d0df,,,,10,10.0,10.0,10.0,10.0,7.5,10.0,
04-03-2023,04aeb610a76d2a64dda379be2158db00c20e907e6fd8139d508f08abd9074f60,476041778a519d4ed83ef223ececdbf4b4e67dd76b262d6142fab7bcf84567bf,"Mauvais rapport qualité prix, pas pour les familles avec enfants",la situation de l’emplacement.,"chambre trop près de la réception, beaucoup trop de bruit.
Petit déjeuner pas correcte au vu du prix, nous étions avec notre enfant et tous les jours, il fallait ajouter un couver à table. il n’y  avait que 3 coupes de fruits alors que nous étions 3. L’enfant est une pièce rapportée. Le lit pour l’enfant est vraiment un lit d’appoint, ok dans un camping ou pour une nuit mais pas pour un hôtel à ce prix. ",7,5.0,5.0,7.5,5.0,7.5,2.5,
04-03-2023,dc69352450ed9112274fc1a250c346e09ebc8fa0f8aa7b7ef8e3e4705d01f245,1806188890027a32ac374c0a43c9c5bcdb64e72b773e599db059f409adf6c7b8,,"Amazing location, friendly and helpful staff and awesome breakfast",,10,10.0,10.0,10.0,10.0,10.0,10.0,
04-03-2023,9c1fce1ae743f9930c16182ea3550641dc5525bcfb004b7249a43eb87f8641ac,ff2a2a05797e8b6f43b4caadabef1ca51977130953626f00fea1f047d5a39fb0,,,,9,7.5,7.5,10.0,7.5,10.0,10.0,
05-03-2023,d235cf6d68634124ed023ecdd000624a9bc24a21112f1314dda9d4f2774fcba5,99427f1d9ef07152658b8be292b0c9a65dceccd5bb375b4bc5e89df510e7a383,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
05-03-2023,4ace85a8616c0f4e4c90af7e69b8507ffca11091077739336599296e61ebb208,309c3b6916c6a61c8abd042014aac15df852d4e90239fc55cd368fe630bd2fa6,,The breakfast is almost the same every day but the quality is excellent. The room was spacious and comfortable.,"It is not that we didn't like it but it was strange as our room was on the street level and if you opened the windows for some air the people walking by are looking straight at you. The only thing that we didn't like was that there was no good ventilation except from opening the windows, which was not an option, and you could feel the moisture in the air.",9,10.0,7.5,7.5,7.5,7.5,7.5,
05-03-2023,0f2be15d37b1899041c040e02416061718acbe589be17ca2152310d8986c76af,c1a4e0728998a7ea5755c1bd83fef6b8165560b3ca6f30abf40658fcb97ff825, , , ,8,10.0,7.5,10.0,5.0,7.5,7.5,
07-03-2023,4855517c9915933d40131e8355ccb04410e49d098214af95772c65a01580a9d0,54710cc7c2752d29ba5beb93463961aed5f42e22b704a4fdf64d6cebfbd833ed,,,,8,10.0,10.0,10.0,7.5,10.0,7.5,
08-03-2023,ae3e732135d1f172c2677cd60b7f58e6523e441baafc889ffe175b287761fe36,ccc8d8e698eb1471a96074d970822d6975a2974f1046d6e47af273ea588b9362,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
09-03-2023,f6289dee9c12773e9edddd00a806b0fc4e1e50c16dca2de31579f9a0803e3d74,e0131643c4d9755c4b98b9bcf89bc8fbe9480708bc4bc7ed728ce36482548555,,,,9,7.5,7.5,10.0,7.5,7.5,7.5,
11-03-2023,d74206c230ec66aaa14c25db8d3cd6b86b7e0fe1568b3dc6df6a799440adf967,294d2e7a41a7e2e2c0437ad8fe4ecda9e68538528ad6947224f7865f5d0fd48e,What a great find and warm and welcoming staff!,"Very friendly staff, nice sized room, and great breakfast!",The only complaint is noise from the street but not sure how this is resolved by the hotel per se.,9,10.0,10.0,10.0,10.0,10.0,7.5,
11-03-2023,a6a487d952ed807d420f7679d85cce15cafe3cbe4c6e6a37ed5b18de2360816d,ab6b3ade9c4ab2de8b8531965e992d28429e7a8109393a630a531b4c73a8d61d,,,,9,10.0,10.0,10.0,10.0,7.5,10.0,
11-03-2023,c5a8d95238cd3ee8c28a86b7ef8553a7c27ac016577c7717b52c69fa4f721b7f,34ca469da1724e0c118b7b5a5362e3983ff0f81cea4e51d5f5b32fe77517629e,parfait ,"hôtel magnifique et personnel au top ! 
décoration poussé dans le détail, petit déjeuner au top ! je recommande ",,10,10.0,10.0,10.0,10.0,10.0,10.0,
13-03-2023,b1f6d1241c57d145f1eabc2377ff03bf003ee722bdf2d27f7c530f52f588baf2,bc6bb8d3049f1281259079a15403bfc93e00c2d02378ae4e0a30c43eebbacd2d,,,,8,10.0,7.5,10.0,7.5,10.0,7.5,
14-03-2023,d05f9510b63423e336703ca5621de161b40d4e37e8e7d6b885b62306ce5f1487,26471da1d68b08e3f1b24cf8c0ba1ba6fe841fbfde7baf106dab7bb286275baf,"If we ever come back to visit Lisbon, this is the place we will stay!","The staff was excellent in providing us with info regarding the train strike and making plan options. The hotel made us feel very comfortable in every way.
EXCELLENT breakfast!
We had 2 days of very early departures and they provided 
juice, bananas and crackers & jam for breakfast since we needed to leave super early.
",,10,10.0,10.0,7.5,10.0,10.0,10.0,
14-03-2023,,,,,,9,10.0,10.0,10.0,10.0,10.0,10.0,
14-03-2023,1f02e917fd21530620990a81a8ddce4a8cb1f0e57770e393877e4a68a2984ff8,69369238b7168b3577b522cfa0cd1015291a6335dde0f4a88a1ac5852363228d,"vi havde et skønt ophold. til trods for værelsets placering lige ud til gaden i gadehøjde, oplevede vi ingen larm og det",personalet var enormt søde og meget hjælpsomme. hotellet ligger i gåafstand til det meste.,,10,10.0,10.0,10.0,10.0,10.0,10.0,
15-03-2023,7024df2a7d5ab08abaa3935b33880ad5912c2fae8ebeeadfe71869defba227dd,57cd881c647e40d8d4aa139da30993e1363e4f186d50da1bc4496624c6062b99,,"Der beste und sympathischste Rezeptionist aller Zeiten. Ich arbeite selbst in der Branche und bin schon viel gereist. Ich kann also mit Erfahrung sagen, dass das Hotel sowie die Mitarbeiter wirklich außergewöhnlich freundlich sind. ",,10,10.0,10.0,10.0,10.0,10.0,10.0,
15-03-2023,edb9906287afcddb37c24392af2026fd507cfee1341ead330fc86352a912095f,1ab614b3907b7c46fe81674cf2e97a6c47c728ecadaa90292f6dfe1ef4235ea1,,,,9,10.0,10.0,10.0,7.5,10.0,0.0,
15-03-2023,1da20b447642deaa6f426c75c8b5613e2df7ecaa79b0136006f94a518c594110,f0e0179290f9630a3e5eaea06a87b2e0c44130a5cdf8cf0e9a6a72f87938a723,Au delà de nos espérances,"L’accueil était incroyable, le personnel aux petits soins, la chambre spacieuse et la literie confortable, les petits déjeuners excellents et la localisation parfaite  ! Merci pour ce beau séjour au delà de nos espérances","Le seul point d’amélioration que je donnerais : il n’est pas conseillé de rajouter un matelas dans un lit parapluie qui ne soit pas fourni avec le lit parapluie pour le risque d’étouffement du bébé. Mon fils a 2 ans donc j’étais sereine mais ça aurait été très bien sans (même si les matelas vendus avec les lits parapluies sont très fins, cela reste de l’appoint). Le reste était parfait !",10,10.0,10.0,10.0,10.0,10.0,10.0,
17-03-2023,1262ca620719007850acbd834332e722d1c7620b7b982c142df8b13532149580,571914f1b3ba0f525dd7f3cbb04ce48a1d30428c3447dc284a5cbedb298fb33d,,Sijainti ja idyllinen,,9,10.0,7.5,10.0,7.5,10.0,7.5,
18-03-2023,b2dd7d8a70567a0e23308a6a77b38d603eaf2baca5da320082184a9951063a95,22b42bdfcfac5345980b0a03dfefd8ab5f1b7cf81d1125e03d202deeea66b2aa,Delightful base for a Lisbon break,Beautifully renovated building in a central location. delightful staff and delicious breakfast.,,9,10.0,10.0,10.0,10.0,10.0,10.0,
18-03-2023,be725da4ea7263b003a338b3ae0216d43276ca60dbb667f8d3eb0a90abb815b5,2cb8a521f71463506d1f25b7746674780c6585e4ff7a1515b350a7f53195996a,מלון מצויין ומומלץ,"המיקום מצויין, החדר  מרווח מאד, מקלחת מצויינת","בארוחת הבוקר לא היו ירקות וזה חסר.
בנוסף, לא היה יוגורט טבעי אלא רק עם סוכר",9,10.0,10.0,10.0,10.0,10.0,10.0,
18-03-2023,161c61c5b0254f9f41b0de7b86115d28b407a392c8c016e472f2c504f33a11bd,714d53e5ef7c9fa65650328ba6a5f03f69dcbfa8f399daef1d91ecd46ff3ed2e,We had a fabulous stay in Lisbon. Gonçalo and team made us feel very welcome. We would definitely recommend. ,"A lovely, well appointed small hotel in a great location. The staff were excellent and really looked after us. ",,10,10.0,10.0,10.0,7.5,10.0,10.0,
18-03-2023,d01926adf94597454516e441789dba45148c4360a90c6eaddad59823881ab7c0,423bf1eadb0da6d18ef7e2a2c8817fe1b615bbcada69a0eede9c4150d18cc136,Lovely historic Hotel,"The location is fantastic - upscale shops, restaurants and cafés are all within short walking distance, the staff is exceptional and the historical components of the building are beautiful. The rooms are very quiet and comfortable.",The lack of a small bar fridge in the room,9,10.0,10.0,10.0,7.5,10.0,10.0,
19-03-2023,bda0a01c76aae97ef15d6b792f3dc3cbb6609d611e9c563a54a1393fe685e31b,a628ab4a0978f13f9c764b82a59ee3702b056906e4e5e0d5f7f42f7b8746e7ef,,"Everything from start to finish was excellent. Staff were very friendly and helpful. Beautiful room, breakfast was delicious.","Wouldn’t change a thing, everything was amazing.",10,10.0,10.0,10.0,10.0,10.0,10.0,
19-03-2023,1e36e44ab02bef6d15aa12421775b11a9276e70c0c729d14de967fa5c39149dd,f757a2a119e7213b26a9945791194d71793368d502da9aabf24545d5137831c4,,"Sehr gutes Frühstück?, Zimmer sind groß",Nichts. ,9,7.5,10.0,10.0,7.5,7.5,7.5,
19-03-2023,42434654afcd7b00b2ae5095879185af988d3982ec1cfa2db21f79aca5b07fce,09af57fbc3259ec53628ecd866ee84d0764cfcf8d61238e74b1d850342b0d7a7,,,,10,10.0,10.0,10.0,7.5,10.0,10.0,
20-03-2023,5a7b16a69291855ebda012eacea23a0346926b9e8f40e98ca278996952c644d2,8e2f3fda5ee2c72c8dd95fb80055103dfeda16c287174b56858d0063211fafe3,"passamos uma óptima estadia no estabelecimento. podemos desfrutar dos equipamentos da casa, o pequeno almoço e a sala sã",O estabelecimento tem uma localização ideal para descobrir a cidade de Lisboa.,,10,10.0,10.0,10.0,10.0,10.0,10.0,
20-03-2023,c6594b7055f77f47cdcc6ecea921d7d8decc540d484a89b2ecc9995edffd68ed,a90ebbf92cb80c0dce440a4adf55a135f73551ce6f1550230d49b61f348bef5a,Just amazing ,Awesome ,,10,10.0,10.0,10.0,10.0,10.0,10.0,
21-03-2023,935de95afaeb3cffec3b2bcec19060a3e4283d7cd75aa8cf9c84aad1770ebfdb,feb3b6c28ec771935cab3fe8ec83b86cc628fcfecb8dced5d433b1a46669f6ed,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
21-03-2023,48cadd6c4524c98c28b89903ecdbf90646afd2bbd695f4c8c8cfb48df34551e8,930b79890e08db3326d49f19de35cab739f9aee2b6200b785b3623d601cb4210,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
21-03-2023,332e04b724b0a984e338441a1825e0de925e8180b20ff7895df43238064343ea,5e88ef3aa2dd564bca5d753384aa9da0041c9127c53ddf0641d940c5f7cc45dc,"Very nice, would stay again.","The hotel was small, intimate, and beautiful. The room was pretty big, and had beautiful natural light. The staff was very friendly and helpful.","The breakfast was a little monotonous. They have you select things at the beginning but they also have a buffet. I don’t think you need the a la cart portion, just incorporate it into the buffet.",9,10.0,10.0,10.0,10.0,10.0,10.0,
21-03-2023,d9ddb881af709f2fe5ebc94799c724234c14f2d5988254581139fa17f58d5965,ea8c679a00d66239bb6ea83535469c83542fcc1feafd403b46552cbc5333e181,"idéalement situé, je recommande","emplacement idéal, décoration chic, petit déjeuner qualitatif , personnel charmant","la salle de bain : petite douche dans l’entrée, manque d’intimité avec la chambre, wc en hauteur, odeur humidité en entrant dans la chambre
",8,10.0,7.5,10.0,7.5,10.0,7.5,
24-03-2023,7d65a436b10746c94a052485aec8685782451a7ebe33207d3a976fd4fee8814a,465e39291d7139287218a418e4eb8d2b0caefc3c6269b71852193549943b624f,,,,9,10.0,10.0,10.0,7.5,7.5,7.5,
27-03-2023,1d57088edd7c31fdbac8f5ebf7217a41d034ffe50a1eb8d69f226a37dcfc4604,e0f89d26c089afa88e23e8f8faa27a332451aad8e8692cbcca82b2501f351b97,,,,10,10.0,10.0,10.0,10.0,10.0,10.0,
27-03-2023,e07451d956a297e8e76d83b519ba07d48bdb19cbe04cb54afd276bef632f55c7,da6d41705b30b075020a8769c108368ba900d4902d977a2e8a3373471c83356f,"Très bel hôtel, bien situé dans le centre ayant gardé le magnifique décor ancien (escaliers, voûtes…). Cependant fuyez à","La situation, la grandeur de la suite de luxe, la beauté du lieu","Le bruit de la réception juste à côté de notre chambre
Le vacarme de la rue
La super mauvaise insonorisation ",8,5.0,7.5,7.5,7.5,7.5,7.5,
29-03-2023,12a303c224c250d07c81691de6e0fd74699ce6bd78c234057de70413a58457cf,01d5c30b43d807080ee05d3e6281fc266881c870afe82a2075a7102fab765223,"great location, walking distance to anywhere you need in Lisbon","the location is excellent and I like that it is a smaller hotel that really had reasonable amenities, the breakfast was good for the size of facility and they strived to help in many ways, with suggestions for places to eat and see, help with setting up appointments and reservations, etc.","they indicated that they had a bar and this really isn't true, there was a tiny honor bar cart that was frankly 99% empty which is not a bar per se, nor any in room refrigeration, which prevented even having a few beers or bottle of wine ready for when you want it,  not a big deal but need to remove mention of having a bar as they don't.  Lots of places very near to have a beverage. Beds hard a a rock, so if you like a firm bed this is your place",8,10.0,10.0,10.0,7.5,5.0,7.5,
30-03-2023,e1df3d7704cb8c50945b3655ae79ec58bcf79702c55877a0d2c9625fb68b2b49,a4e6255cafd163315c5ff4438d4e49555d4b620bb514982ea929fb99dd69e78e,Inoubliable,"Emplacement idéal, Accueil très sympathique, Personnel très agréable, Chambre très confortable et propre, Petit déjeuner excellent. Je recommanderai les yeux fermés cet établissement",Fléxibilité des horaires du petit déjeuner,9,7.5,7.5,7.5,7.5,7.5,7.5,
31-03-2023,50f17bdf48be5c4d8049cb5cbf519c27131ab22e75452ab5cfdc7d268ff1e2fb,7921150fe19cdd6db61dfcede75ba3ca0a678b01aac02c0d3184e8d7485b0aa5,,"Incredible location, near amazing bars, restaurants, coffee shops as well as public transport. We walked to most places and then decided to get the day pass for public transport to visit some locations that were a bit further away. The staff were lovely, the hotel itself is very clean and we were able to get some gluten free bread for dietary requirements. We asked for a quiet room and so our windows were facing a little backstreet which was lovely and indeed very quiet. The room looked out to an amazing wine bar called By The Wine which is another little gem and perfect for some food and delicious wine. Overall we had an amazing 3 night stay and would definitely come back to this hotel!","Although we had a quiet room, and there was no street noise, there was lots of moving around and some noise coming from upstairs everyday around 7.30am. It didn't bother us too much as we were up at that time but if you're looking for a longer sleep you might need some ear plugs!",9,7.5,7.5,10.0,7.5,7.5,7.5,
